sentence,label
"now , young christine ( robin tunney ) is grown up and is being stalked by three different groups : two church factions , one intent on killing her ; and the other , led by father kovak ( rod steiger ) , attempting to protect and hide her ; the third party is satan himself , possessing the body of a wall street banker ( gabriel byrne ) .",1
"as for the rest of the cast , rod steiger is as good as ever ; kevin pollak is certainly in his element as a smart alec of a side-kick ; and cch pounder , a remarkable actress , is woefully underused as a police detective .",2
"jake kasdan , son of one of the best screenwriters around , breaks into filmmaking by writing and directing this hard-to-categorize detective story : part mystery , part comedy , part character study and part romance .",1
the central plot of 'lethal weapon 4' is an immigrant smuggling ring run by an old asian warlord whose right hand man ( jet li ) is a cool and frightening martial arts expert who silences his enemies by putting his moves on them .,1
"riggs and his girlfriend lorna ( rene russo ) are expecting a baby any day now , as is murtaugh's daughter who is married to a cop ( chris rock ) , a man who works with riggs and murtaugh and a man murtaugh doesn't know is married to his daughter because she was afraid to tell him since he was always against her marrying a cop .",1
"i'll probably put 'lethal weapon 4' in my video collection for the sake of uniting it with other members of its family but i'll probably watch it the least as it is the least of all the 'lethal weapon' movies , without hesitation .",0
"deuce bigalow : male gigolo "" is simply a hilarious good-natured comedy that may offend some , but underneath all it's crude humor and sexual content is a sweet little love story that is surprisingly involving .",2
"so he decides to go "" man-whoring "" and to his luck gets the oddest people on earth : an over-weight woman who decidedly wants to eat everything in site , a woman with narcolepsy who sleeps all the time , a woman who has sudden screaming outbursts , and a woman he can't stop thinking about .",1
"chase meridian ) , michael gough ( alfred pennyworth ) , pat hingle ( commissioner gordon ) , drew barrymore ( sugar ) , debi mazar ( spice ) directed by : joel schumacher , written by : lee batchler & janet scott batchler and akiva goldsman , based on characters created by bob kane rated pg-13 by the mpaa for violence , strong language , and a sexual implication or two",1
"( i couldn't help thinking that meyer would have had endless fun with a scene where one of them explains her ambitions to eventually enter law school , making love to a support pillar during the whole conversation . )",2
"they kidnap the girl and keep her sedated while trying to figure out what to do next -- although it sort of hits them over the head : at a gas station , they learn than a weird old cripple and his sons live in the area , harboring a massive fortune .",1
"at their first public appearance on amateur nite ( sic ) , stan , 18 , gets cold feet , but remains in the wings , encouraging abie , 16 , who , at the last second , has taken on the name of buddy young , jr .",1
"nice , quiet , sensitive stan , stays on with the raucous buddy as the latter serves his apprenticeship and reaches specialized fame in the borscht belt's circuit , culminating at grossinger's in 1950 .",1
"being so set in his tunnel-vision ways , he becomes self-destructive , flubs his chances , loses sponsors and exploits even those who love him ( brother , wife , daughter ) , through neglect and jokes at their expense .",0
